country,year,co2,co2_growth_prct,co2_per_capita,gdp,population,gdp_per_capita
Spain,1990,230.5,2.497,5.927,756125007872.0,38889888.0,19442.714977014075
Spain,1991,240.231,4.221,6.16,787366543360.0,38997064.0,20190.405702336975
Spain,1992,248.632,3.497,6.342,805944623104.0,39202248.0,20558.63283921881
Spain,1993,240.046,-3.453,6.089,799270240256.0,39420540.0,20275.476699608884
Spain,1994,252.3,5.105,6.367,827806515200.0,39623732.0,20891.68469037697
Spain,1995,266.035,5.444,6.682,865578975232.0,39814568.0,21740.25786822552
Spain,1996,253.498,-4.713,6.338,895966511104.0,39996476.0,22401.136317709592
Spain,1997,265.832,4.866,6.616,937387425792.0,40180048.0,23329.674115670543
Spain,1998,274.605,3.3,6.803,988972449792.0,40362356.0,24502.346934158155
Spain,1999,298.075,8.547,7.352,1044700856320.0,40542232.0,25768.21267067881
Spain,2000,310.071,4.025,7.611,1108745388032.0,40741652.0,27214.050820325105
Spain,2001,311.809,0.56,7.611,1164389515264.0,40966448.0,28423.003997417592
Spain,2002,331.95,6.459,8.003,1206112747520.0,41477652.0,29078.616781875695
Spain,2003,336.332,1.32,7.964,1254542540800.0,42230268.0,29707.188711186962
Spain,2004,353.011,4.959,8.217,1307501395968.0,42959672.0,30435.55351092997
Spain,2005,368.338,4.342,8.432,1365024047104.0,43685372.0,31246.707641725014
Spain,2006,359.653,-2.358,8.096,1434224295936.0,44422824.0,32285.75238566553
Spain,2007,367.399,2.154,8.12,1498934280192.0,45245784.0,33128.70609540107
Spain,2008,335.887,-8.577,7.307,1528105271296.0,45966544.0,33243.858213399726
Spain,2009,296.5,-11.726,6.395,1486563442688.0,46367772.0,32060.273301205845
Spain,2010,282.937,-4.574,6.075,1498927202304.0,46572776.0,32184.622241628887
Spain,2011,283.799,0.305,6.073,1495441604608.0,46729232.0,32002.27225236657
Spain,2012,278.06,-2.022,5.947,1453746159616.0,46756084.0,31092.128237600053
Spain,2013,251.94,-9.394,5.406,1429213675520.0,46603460.0,30667.544330828656
Spain,2014,254.18,0.889,5.47,1450312204288.0,46464548.0,31213.30706344114
Spain,2015,270.767,6.526,5.832,1497526566912.0,46431344.0,32252.492344654078
Spain,2016,259.629,-4.114,5.587,1417044295680.0,46473320.0,30491.56582056113
Spain,2017,273.592,5.378,5.873,1458021990400.0,46584168.0,31298.65902939385
Spain,2018,268.601,-1.824,5.74,1492300201984.0,46792044.0,31892.178122930472
Sweden,1985,62.364,8.822,7.433,215471751168.0,8389918.0,25682.22373186484
Sweden,1986,62.01,-0.568,7.372,220206333952.0,8411798.0,26178.2717502251
Sweden,1987,59.695,-3.733,7.075,226880372736.0,8438000.0,26887.932298648968
Sweden,1988,57.425,-3.802,6.781,231720042496.0,8468135.0,27363.763390167966
Sweden,1989,55.521,-3.316,6.528,237234962432.0,8504982.0,27893.646621709486
Sweden,1990,57.51,3.583,6.728,240234004480.0,8548407.0,28102.780375337767
Sweden,1991,57.74,0.399,6.718,237965099008.0,8594170.0,27689.13100485562
Sweden,1992,57.567,-0.299,6.663,235763220480.0,8640277.0,27286.534966413692
Sweden,1993,57.561,-0.011,6.629,231559217152.0,8683403.0,26666.874398435728
Sweden,1994,60.015,4.263,6.88,241527455744.0,8723467.0,27687.094562746668
Sweden,1995,59.506,-0.847,6.794,251744239616.0,8758496.0,28742.861744299476
Sweden,1996,63.381,6.512,7.214,256500908032.0,8785493.0,29195.960662879133
Sweden,1997,58.383,-7.886,6.629,264172109824.0,8807868.0,29992.741696855584
Sweden,1998,58.802,0.717,6.66,276042121216.0,8828629.0,31266.703042567537
Sweden,1999,55.982,-4.796,6.326,289704280064.0,8848881.0,32739.086452174008
Sweden,2000,54.93,-1.878,6.192,303455109120.0,8871042.0,34207.38049938215
Sweden,2001,55.838,1.652,6.276,308399210496.0,8896748.0,34664.26277286937
Sweden,2002,56.685,1.518,6.351,317464870912.0,8926011.0,35566.264808770684
Sweden,2003,57.292,1.07,6.393,326406144000.0,8961506.0,36423.13512929635
Sweden,2004,56.517,-1.353,6.277,341905244160.0,9004263.0,37971.48574625153
Sweden,2005,53.875,-4.674,5.952,354498740224.0,9051739.0,39163.606045644934
Sweden,2006,53.738,-0.255,5.902,372237959168.0,9104724.0,40884.04647609307
Sweden,2007,52.994,-1.384,5.783,387885170688.0,9164274.0,42325.79369495063
Sweden,2008,50.867,-4.014,5.511,388983685120.0,9229282.0,42146.68975549778
Sweden,2009,47.239,-7.132,5.079,373029306368.0,9301413.0,40104.58479458981
Sweden,2010,53.12,12.45,5.662,399841820672.0,9381722.0,42619.23564479953
Sweden,2011,49.211,-7.36,5.198,397621100544.0,9467384.0,41999.04646774653
Sweden,2012,46.712,-5.078,4.888,396489588736.0,9555984.0,41491.23614438869
Sweden,2013,45.202,-3.233,4.685,401409179648.0,9648935.0,41601.397423446215
Sweden,2014,43.473,-3.824,4.46,411859910656.0,9747507.0,42252.84584622509
Sweden,2015,43.419,-0.126,4.408,428683493376.0,9849344.0,43524.06549877839
Sweden,2016,43.414,-0.011,4.362,443163607040.0,9953322.0,44524.19072144958
Sweden,2017,42.457,-2.206,4.221,454543736832.0,10058191.0,45191.400405102664
Sweden,2018,42.037,-0.989,4.137,463407448064.0,10162300.0,45600.64631668028
Tajikistan,1985,12.586,7.784,2.7,24508116992.0,4660608.0,5258.566477163495
Tajikistan,1986,12.042,-4.32,2.51,25084403712.0,4798283.0,5227.787463140461
Tajikistan,1987,11.813,-1.897,2.388,24519600128.0,4946298.0,4957.161927566839
Tajikistan,1988,12.757,7.984,2.501,27608090624.0,5100020.0,5413.329874000494
Tajikistan,1989,12.659,-0.766,2.405,25544376320.0,5264333.0,4852.348117035909
Tajikistan,1990,11.965,-5.481,2.208,25321416704.0,5417862.0,4673.691707909873
Tajikistan,1991,9.658,-19.282,1.738,23089141760.0,5556315.0,4155.477463030804
Tajikistan,1992,7.308,-24.331,1.292,15578967040.0,5656216.0,2754.3090716479005
Tajikistan,1993,5.171,-29.248,0.904,13768157184.0,5717815.0,2407.940303070316
Tajikistan,1994,2.355,-54.452,0.406,10806555648.0,5803992.0,1861.917736619899
Tajikistan,1995,2.445,3.829,0.413,9460370432.0,5916183.0,1599.0665657232037
Tajikistan,1996,2.824,15.48,0.468,8989076480.0,6035605.0,1489.341413164049
Tajikistan,1997,2.15,-23.858,0.351,9105128448.0,6117066.0,1488.4796809450806
Tajikistan,1998,2.497,16.12,0.406,9509147648.0,6156815.0,1544.4913722436033
Tajikistan,1999,2.517,0.822,0.407,9907040256.0,6189567.0,1600.6031207029507
Tajikistan,2000,2.234,-11.256,0.356,10735309824.0,6273001.0,1711.3515244139128
Tajikistan,2001,2.288,2.406,0.357,11697939456.0,6408813.0,1825.2895592366324
Tajikistan,2002,1.877,-17.939,0.287,12792779776.0,6541758.0,1955.5568665181438
Tajikistan,2003,2.071,10.314,0.31,14027435008.0,6672497.0,2102.276705107548
Tajikistan,2004,2.56,23.644,0.376,15391066112.0,6801206.0,2262.990727232788
Tajikistan,2005,2.439,-4.726,0.352,16469403648.0,6929153.0,2376.827824122227
Tajikistan,2006,2.655,8.841,0.376,17531570176.0,7057425.0,2484.1312767758777
Tajikistan,2007,3.227,21.54,0.449,18732054528.0,7188397.0,2605.8736778171824
Tajikistan,2008,2.896,-10.259,0.395,20204808192.0,7324633.0,2758.4737954789
Tajikistan,2009,2.444,-15.609,0.327,20972316672.0,7468603.0,2808.064195137966
Tajikistan,2010,2.536,3.782,0.333,22280812544.0,7621785.0,2923.3063572378387
Tajikistan,2011,2.341,-7.715,0.301,23726721024.0,7784820.0,3047.818835117575
Tajikistan,2012,2.933,25.32,0.369,25517533184.0,7956383.0,3207.177581069187
Tajikistan,2013,2.907,-0.904,0.357,27454017536.0,8136612.0,3374.1337962287007
Tajikistan,2014,4.6,58.249,0.552,29249296384.0,8326354.0,3512.8576546228996
Tajikistan,2015,5.302,15.264,0.622,31037368320.0,8524066.0,3641.14594138525
Tajikistan,2016,5.693,7.359,0.652,33246705664.0,8725326.0,3810.3683076139505
Tajikistan,2017,6.858,20.475,0.768,35607220224.0,8925529.0,3989.368050229852
Tajikistan,2018,8.06,17.533,0.883,38206550016.0,9128131.0,4185.583008832805
Thailand,1985,47.792,5.929,0.945,249623871488.0,50594932.0,4933.772249916256
Thailand,1986,48.768,2.043,0.946,263410237440.0,51542096.0,5110.584510183676
Thailand,1987,53.571,9.849,1.021,288520110080.0,52479184.0,5497.800996295979
Thailand,1988,60.491,12.916,1.133,326878396416.0,53410956.0,6120.0626406312595
Thailand,1989,71.404,18.041,1.314,366691713024.0,54324012.0,6750.085266603653
Thailand,1990,86.563,21.231,1.567,407627792384.0,55228408.0,7380.7630374571
Thailand,1991,95.045,9.798,1.694,439083565056.0,56099872.0,7826.819374133332
Thailand,1992,105.513,11.014,1.853,476583460864.0,56939020.0,8370.067852660619
Thailand,1993,121.855,15.488,2.109,514625699840.0,57776080.0,8907.24500243007
Thailand,1994,136.87,12.322,2.335,552247492608.0,58610012.0,9422.408796094429
Thailand,1995,153.65,12.26,2.586,593301602304.0,59424836.0,9984.06797965753
Thailand,1996,173.566,12.962,2.883,622895955968.0,60211100.0,10345.201399210444
Thailand,1997,181.203,4.4,2.971,601920897024.0,60989104.0,9869.318575724608
Thailand,1998,159.704,-11.864,2.587,552405762048.0,61745216.0,8946.535421432489
Thailand,1999,167.235,4.715,2.678,574009180160.0,62442652.0,9192.58170136656
Thailand,2000,167.352,0.07,2.654,595846889472.0,63066604.0,9447.898755924769
Thailand,2001,172.267,2.937,2.706,612467343360.0,63649892.0,9622.441203199527
Thailand,2002,184.665,7.197,2.875,645971836928.0,64222576.0,10058.329596246653
Thailand,2003,191.088,3.478,2.95,688026353664.0,64776960.0,10621.467164621496
Thailand,2004,207.331,8.5,3.175,726679355392.0,65311164.0,11126.418683825632
Thailand,2005,214.325,3.374,3.256,752297639936.0,65821360.0,11429.38462432256
Thailand,2006,215.825,0.7,3.254,784687300608.0,66319528.0,11831.919259256489
Thailand,2007,224.083,3.826,3.353,822075064320.0,66826752.0,12301.586411382077
Thailand,2008,224.249,0.074,3.331,830943461376.0,67328240.0,12341.678044398606
Thailand,2009,228.836,2.046,3.374,820031258624.0,67813656.0,12092.420715733126
Thailand,2010,241.019,5.324,3.53,876003852288.0,68270488.0,12831.369424047474
Thailand,2011,244.878,1.601,3.564,877821296640.0,68712848.0,12775.213401720737
Thailand,2012,262.348,7.134,3.794,941351305216.0,69157024.0,13611.796037030164
Thailand,2013,263.754,0.536,3.791,967124254720.0,69578600.0,13899.737199656216
Thailand,2014,272.488,3.311,3.895,975956344832.0,69960944.0,13950.01680983607
Thailand,2015,277.099,1.692,3.942,1004624871424.0,70294408.0,14291.6755401653
Thailand,2016,284.045,2.507,4.023,1037065846784.0,70607032.0,14687.854982829473
Thailand,2017,283.348,-0.246,3.997,1079232954368.0,70898208.0,15222.288190528032
Thailand,2018,288.346,1.764,4.054,1124031922176.0,71127808.0,15802.988363932149
Turkmenistan,1985,32.157,7.77,9.904,20045559808.0,3246888.0,6173.776184457241
Turkmenistan,1986,35.516,10.448,10.644,20620066816.0,3336772.0,6179.645122891226
Turkmenistan,1987,35.791,0.772,10.433,21125900288.0,3430503.0,6158.251512387542
Turkmenistan,1988,36.973,3.302,10.488,23051919360.0,3525116.0,6539.336396305824
Turkmenistan,1989,37.448,1.286,10.341,21128380416.0,3621309.0,5834.459422269682
Turkmenistan,1990,31.703,-15.343,8.522,21201768448.0,3720287.0,5698.960442568006
Turkmenistan,1991,32.422,2.27,8.484,20437995520.0,3821784.0,5347.763117957477
Turkmenistan,1992,31.994,-1.32,8.149,17569984512.0,3926374.0,4474.862688067922
Turkmenistan,1993,27.516,-13.996,6.825,18037532672.0,4031701.0,4473.926184506242
Turkmenistan,1994,34.216,24.348,8.279,15091298304.0,4133044.0,3651.3761537501173
Turkmenistan,1995,34.569,1.032,8.179,14166411264.0,4226625.0,3351.707630556295
Turkmenistan,1996,31.654,-8.432,7.36,13366638592.0,4301092.0,3107.731383564918
Turkmenistan,1997,31.196,-1.447,7.149,11996056576.0,4363678.0,2749.0700679564347
Turkmenistan,1998,33.446,7.211,7.547,12945862656.0,4431523.0,2921.312301888087
Turkmenistan,1999,39.797,18.99,8.842,15251959808.0,4501087.0,3388.5058893551713
Turkmenistan,2000,39.361,-1.094,8.615,18299170816.0,4569135.0,4004.952976000928
Turkmenistan,2001,34.034,-13.534,7.343,22282608640.0,4635100.0,4807.363086017562
Turkmenistan,2002,30.131,-11.469,6.412,26092257280.0,4698972.0,5552.758620396121
Turkmenistan,2003,40.568,34.638,8.524,30907439104.0,4758992.0,6494.534788879662
Turkmenistan,2004,49.355,21.662,10.24,35857412096.0,4819793.0,7439.616617560132
Turkmenistan,2005,47.929,-2.89,9.81,41000558592.0,4885780.0,8391.814324836567
Turkmenistan,2006,49.5,3.278,9.992,46020567040.0,4954032.0,9289.51751623728
Turkmenistan,2007,49.183,-0.64,9.788,51695423488.0,5024897.0,10287.857340757433
Turkmenistan,2008,59.438,20.852,11.654,60005171200.0,5100089.0,11765.514523374004
Turkmenistan,2009,52.462,-11.737,10.126,64415940608.0,5180961.0,12433.203146674912
Turkmenistan,2010,59.184,12.812,11.235,71126122496.0,5267975.0,13501.605929413105
Turkmenistan,2011,65.155,10.089,12.154,82538332160.0,5360813.0,15396.607223568515
Turkmenistan,2012,66.939,2.737,12.263,91657732096.0,5458688.0,16791.165220653755
Turkmenistan,2013,64.34,-3.883,11.572,100974903296.0,5560099.0,18160.63046647191
Turkmenistan,2014,62.799,-2.394,11.089,111420612608.0,5663159.0,19674.639650414196
Turkmenistan,2015,64.323,2.426,11.155,118607511552.0,5766427.0,20568.631416299904
Turkmenistan,2016,64.45,0.198,10.982,125986217984.0,5868568.0,21467.965947399774
Turkmenistan,2017,64.36,-0.14,10.783,134137528320.0,5968388.0,22474.666244888904
Turkmenistan,2018,63.76,-0.932,10.513,142391017472.0,6065072.0,23477.21799048717
Uzbekistan,1985,99.179,7.789,5.491,130801917952.0,18063210.0,7241.344033092679
Uzbekistan,1986,95.385,-3.826,5.139,129229070336.0,18560002.0,6962.772435908143
Uzbekistan,1987,97.499,2.216,5.111,128382918656.0,19077168.0,6729.663368063855
Uzbekistan,1988,100.722,3.305,5.139,139357126656.0,19600032.0,7110.045874210818
Uzbekistan,1989,104.047,3.301,5.176,142094073856.0,20102902.0,7068.336395212989
Uzbekistan,1990,103.783,-0.253,5.043,139398692864.0,20579106.0,6773.797309951171
Uzbekistan,1991,102.289,-1.44,4.854,136577597440.0,21074308.0,6480.763090299335
Uzbekistan,1992,110.984,8.501,5.141,119510827008.0,21588150.0,5535.945739120768
Uzbekistan,1993,115.617,4.174,5.235,114918072320.0,22085922.0,5203.227301083469
Uzbekistan,1994,109.785,-5.044,4.865,107242094592.0,22564732.0,4752.642069580086
Uzbekistan,1995,104.803,-4.538,4.551,104615657472.0,23026212.0,4543.329031800801
Uzbekistan,1996,108.184,3.226,4.61,104748220416.0,23465930.0,4463.842703698511
Uzbekistan,1997,109.028,0.78,4.566,108486836224.0,23877290.0,4543.515458580098
Uzbekistan,1998,120.975,10.958,4.987,111389409280.0,24256774.0,4592.094945519137
Uzbekistan,1999,123.587,2.159,5.023,114383437824.0,24602712.0,4649.22069664515
Uzbekistan,2000,123.477,-0.088,4.954,116875870208.0,24925558.0,4688.997141327789
Uzbekistan,2001,126.221,2.222,4.999,119890042880.0,25248440.0,4748.413877451439
Uzbekistan,2002,132.575,5.034,5.183,122757840896.0,25579032.0,4799.158971144803
Uzbekistan,2003,130.294,-1.72,5.03,125924032512.0,25905912.0,4860.82221355496
Uzbekistan,2004,129.098,-0.919,4.921,133131264000.0,26234924.0,5074.581653066729
Uzbekistan,2005,121.6,-5.808,4.576,140235915264.0,26573428.0,5277.298633206074
Uzbekistan,2006,124.901,2.714,4.639,148398129152.0,26926824.0,5511.163483372566
Uzbekistan,2007,123.821,-0.865,4.534,159983157248.0,27309622.0,5858.124189635433
Uzbekistan,2008,128.388,3.689,4.63,171678334976.0,27726820.0,6191.77875342358
Uzbekistan,2009,109.227,-14.924,3.878,182697967616.0,28167840.0,6486.048188856512
Uzbekistan,2010,107.666,-1.43,3.763,195138486272.0,28614234.0,6819.629918172893
Uzbekistan,2011,116.756,8.443,4.018,208037658624.0,29057456.0,7159.527613979696
Uzbekistan,2012,118.855,1.797,4.029,225107476480.0,29503058.0,7629.970984024774
Uzbekistan,2013,112.282,-5.53,3.747,243106299904.0,29963220.0,8113.490469448878
Uzbekistan,2014,107.399,-4.348,3.527,262824624128.0,30446542.0,8632.330861350363
Uzbekistan,2015,103.696,-3.448,3.35,283821441024.0,30949416.0,9170.494235626287
Uzbekistan,2016,110.139,6.214,3.502,305963433984.0,31453576.0,9727.461004243205
Uzbekistan,2017,108.931,-1.097,3.41,319615533056.0,31945680.0,10004.968842610331
Uzbekistan,2018,102.288,-6.098,3.152,336874766336.0,32449578.0,10381.483738740762
Vietnam,1985,21.097,20.59,0.353,88396906496.0,59811316.0,1477.9294689988096
Vietnam,1986,20.585,-2.43,0.336,90992386048.0,61221108.0,1486.2910688908146
Vietnam,1987,23.297,13.176,0.372,94239735808.0,62630788.0,1504.6870527638898
Vietnam,1988,23.073,-0.963,0.36,99912859648.0,64037520.0,1560.2237508260782
Vietnam,1989,17.398,-24.595,0.266,104599150592.0,65466360.0,1597.7541838587024
Vietnam,1990,21.299,22.421,0.318,109939941376.0,66912616.0,1643.0375607493809
Vietnam,1991,21.376,0.361,0.313,115914735616.0,68358824.0,1695.680657350103
Vietnam,1992,21.466,0.425,0.308,125496475648.0,69788752.0,1798.23355557354
Vietnam,1993,22.853,6.459,0.321,135124664320.0,71176408.0,1898.4473664363618
Vietnam,1994,27.362,19.731,0.377,146504138752.0,72501088.0,2020.7164167246704
Vietnam,1995,30.089,9.965,0.408,159950176256.0,73759112.0,2168.5480196128174
Vietnam,1996,35.482,17.923,0.473,174167982080.0,74946456.0,2323.8988389257524
Vietnam,1997,45.502,28.242,0.598,187681374208.0,76058600.0,2467.5891248063995
Vietnam,1998,47.866,5.196,0.621,197797871616.0,77128424.0,2564.5262972830874
Vietnam,1999,48.548,1.425,0.621,206474854400.0,78123712.0,2642.9217085844566
Vietnam,2000,53.935,11.096,0.683,219648868352.0,79001144.0,2780.3251602533755
Vietnam,2001,60.984,13.068,0.764,233951166464.0,79817768.0,2931.0662566259684
Vietnam,2002,69.528,14.01,0.862,249609535488.0,80642304.0,3095.267906631239
Vietnam,2003,77.262,11.123,0.948,266926604288.0,81475816.0,3276.1452096165567
Vietnam,2004,88.939,15.114,1.081,286642536448.0,82311232.0,3482.4231090114167
Vietnam,2005,95.846,7.765,1.153,307221168128.0,83142096.0,3695.133787918938
Vietnam,2006,99.652,3.972,1.187,327378436096.0,83951800.0,3899.5999620734756
Vietnam,2007,101.43,1.783,1.197,349424484352.0,84762272.0,4122.405831122602
Vietnam,2008,114.303,12.692,1.335,367900196864.0,85597232.0,4298.038479375127
Vietnam,2009,124.493,8.916,1.44,386341339136.0,86482920.0,4467.2559522273295
Vietnam,2010,139.564,12.105,1.597,409655377920.0,87411016.0,4686.541773178795
Vietnam,2011,152.56,9.312,1.727,433527848960.0,88349104.0,4906.9863680790695
Vietnam,2012,144.277,-5.429,1.616,456298921984.0,89301328.0,5109.654382564166
Vietnam,2013,151.438,4.963,1.678,481060683776.0,90267736.0,5329.264974320393
Vietnam,2014,181.843,20.077,1.993,509802446848.0,91235504.0,5587.763803529819
Vietnam,2015,215.462,18.488,2.337,543931138048.0,92191400.0,5900.020371184297
Vietnam,2016,223.204,3.593,2.397,577683456000.0,93126528.0,6203.210496583744
Vietnam,2017,229.643,2.885,2.442,617774710784.0,94033048.0,6569.76163086833
Vietnam,2018,257.722,12.228,2.715,661488402432.0,94914328.0,6969.320821952192
